mission,date,date_time,latitude,longitude,sample_type,sample_source,snow_thickness,code_operation,station,station_type,cast,bottle,bottom_depth_m,depth_m,filter_type,quality_flag,dilution_factor,no3_um_l,no2_um_l,no2_and_no3,po4_um_l,sioh4_um_l,n_ice_samples_ice_camp_2016,method,pi
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,10,1496,175.403,gff,NA,NA,11.733,0.021,NA,0.836,7.888,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,9,1496,200.311,gff,NA,NA,12.324,0.027,NA,0.86,8.363,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,8,1496,250.184,gff,NA,NA,13.938,0.035,NA,0.905,9.79,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,7,1496,299.684,gff,NA,NA,13.971,0.022,NA,0.954,11.007,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,6,1496,399.863,gff,NA,NA,14.901,0.018,NA,1.027,13.598,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,5,1496,500.025,gff,NA,NA,15.959,0.015,NA,1.111,18.271,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,4,1496,600.658,gff,NA,NA,16.667,0.011,NA,1.172,22.618,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,3,1496,791.47,gff,NA,NA,17.839,0.021,NA,1.318,34.302,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,2,1496,989.459,gff,NA,NA,19.157,0.015,NA,1.461,47.917,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T07:10:00Z,69.01106666666666,-59.7994333333333,water,rosette,NA,GE_0050-1,G313,NUT,64,1,1496,1485.301,gff,NA,NA,22.313,0.031,NA,1.796,82.063,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,19,1434,1.331,gff,NA,NA,2.655,0.082,NA,0.444,3.651,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,17,1434,9.936,gff,NA,NA,2.155,0.689,NA,0.447,3.809,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,14,1434,15.068,gff,NA,NA,3.36,0.062,NA,0.472,4.456,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,12,1434,20.062,gff,NA,NA,5.17,0.067,NA,0.612,5.886,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,10,1434,25.095,gff,NA,NA,5.293,0.068,NA,0.619,5.941,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,8,1434,30.093,gff,NA,NA,6.005,0.09,NA,0.668,6.519,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,6,1434,34.853,gff,NA,NA,6.819,0.102,NA,0.715,6.944,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,4,1434,39.798,gff,NA,NA,7.306,0.095,NA,0.74,7.175,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,2,1434,60.121,gff,NA,NA,8.017,0.09,NA,0.749,7.48,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-19,2016-06-19T13:15:00Z,69.01215,-59.5619,water,rosette,NA,GE_0051-2,G312,Full,65,1,1434,79.707,gff,NA,NA,8.647,0.054,NA,0.764,7.745,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,20,1627,0.631,gff,NA,NA,3.987,0.057,NA,0.593,3.918,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,18,1627,5.013,gff,NA,NA,4.605,0.055,NA,0.632,4.981,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,16,1627,9.762,gff,NA,NA,4.833,0.052,NA,0.642,5.25,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,14,1627,14.825,gff,NA,NA,5.714,0.07,NA,0.699,6.298,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,12,1627,19.515,gff,NA,NA,5.979,0.058,NA,0.71,6.521,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,10,1627,24.456,gff,NA,NA,6.454,0.064,NA,0.74,6.88,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,8,1627,29.813,gff,NA,NA,7.106,0.069,NA,0.776,7.32,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,6,1627,39.582,gff,NA,NA,7.691,0.062,NA,0.801,7.683,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,4,1627,59.271,gff,NA,NA,8.096,0.044,NA,0.814,7.886,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:44:00Z,69.0062,-60.1879333333333,water,rosette,NA,GE_0053-2,G315,Basic,69,2,1627,78.921,gff,NA,NA,8.449,0.04,NA,0.818,8.018,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,24,1726,0.58,gff,NA,NA,4.434,0.056,NA,0.613,4.455,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,21,1726,9.866,gff,NA,NA,5.166,0.065,NA,0.631,4.809,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,20,1726,19.73,gff,NA,NA,6.146,0.061,NA,0.686,5.817,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,19,1726,29.664,gff,NA,NA,6.87,0.072,NA,0.715,6.313,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,18,1726,40.025,gff,NA,NA,8.167,0.09,NA,0.771,7.097,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,17,1726,49.726,gff,NA,NA,8.473,0.094,NA,0.784,7.244,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,16,1726,59.859,gff,NA,NA,8.731,0.076,NA,0.796,7.395,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,15,1726,70.122,gff,NA,NA,8.744,0.042,NA,0.814,7.642,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,14,1726,79.815,gff,NA,NA,9.045,0.032,NA,0.819,7.752,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,13,1726,99.947,gff,NA,NA,9.248,0.032,NA,0.821,7.734,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,12,1726,149.755,gff,NA,NA,11.766,0.025,NA,0.952,10.588,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,11,1726,199.841,gff,NA,NA,14.841,0.032,NA,1.111,13.841,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,10,1726,250.134,gff,NA,NA,15.826,0.022,NA,1.099,14.688,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,9,1726,300.369,gff,NA,NA,16.462,0.02,NA,1.118,16.086,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,8,1726,400.298,gff,NA,NA,17.382,0.046,NA,1.165,18.585,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,7,1726,500.158,gff,NA,NA,17.958,0.025,NA,1.201,21.038,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,6,1726,600.262,gff,NA,NA,18.569,0.028,NA,1.264,25.755,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,5,1726,700.451,gff,NA,NA,19.315,0.021,NA,1.331,30.924,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,4,1726,799.978,gff,NA,NA,19.697,0.029,NA,1.391,35.745,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,3,1726,899.649,gff,NA,NA,20.452,0.023,NA,1.454,41.494,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,2,1726,999.657,gff,NA,NA,21.051,0.022,NA,1.529,48.322,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T07:10:00Z,69.00675,-60.74295,water,rosette,NA,GE_0055-1,G317,NUT,71,1,1726,1715.655,gff,NA,NA,25.843,0.026,NA,1.993,98.794,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,19,1730,1.033,gff,NA,NA,4.521,0.057,NA,0.644,4.699,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,17,1730,10.099,gff,NA,NA,5.135,0.056,NA,0.665,5.083,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,15,1730,15.255,gff,NA,NA,5.755,0.057,NA,0.701,5.758,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,12,1730,20.048,gff,NA,NA,6.549,0.071,NA,0.753,6.782,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,10,1730,25.153,gff,NA,NA,7.288,0.074,NA,0.811,7.875,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,8,1730,30.129,gff,NA,NA,8.595,0.052,NA,0.863,8.927,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,6,1730,39.921,gff,NA,NA,8.243,0.068,NA,0.803,7.572,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,4,1730,49.949,gff,NA,NA,8.507,0.062,NA,0.786,7.173,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,2,1730,59.483,gff,NA,NA,8.726,0.044,NA,0.783,7.125,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-20,2016-06-20T13:09:00Z,69.00726666666667,-60.9522,water,rosette,NA,GE_0056-2,G318,Full,72,1,1730,79.871,gff,NA,NA,8.928,0.04,NA,0.803,8.292,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,24,1847,0.676,gff,NA,NA,3.454,0.041,NA,0.676,6.963,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,21,1847,9.964,gff,NA,NA,3.312,0.044,NA,0.583,5.125,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,20,1847,19.887,gff,NA,NA,4.034,0.032,NA,0.619,6.263,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,19,1847,29.607,gff,NA,NA,6.531,0.074,NA,0.736,8.832,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,18,1847,39.461,gff,NA,NA,7.553,0.061,NA,0.752,9.27,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,17,1847,49.477,gff,NA,NA,7.913,0.032,NA,0.735,8.839,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,16,1847,59.488,gff,NA,NA,7.944,0.067,NA,0.677,7.449,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,15,1847,69.166,gff,NA,NA,8.217,0.044,NA,0.683,7.523,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,14,1847,79.155,gff,NA,NA,8.427,0.022,NA,0.684,7.443,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,13,1847,99.081,gff,NA,NA,8.63,0.004,NA,0.693,7.519,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,12,1847,148.511,gff,NA,NA,11.089,0.01,NA,0.817,10.718,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,11,1847,197.937,gff,NA,NA,14.167,0.011,NA,1,14.52,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,10,1847,247.786,gff,NA,NA,15.091,0.004,NA,0.973,16.028,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,9,1847,297.098,gff,NA,NA,15.578,0.002,NA,0.979,17.234,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,8,1847,395.826,gff,NA,NA,16.047,0.005,NA,0.995,18.897,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,7,1847,494.645,gff,NA,NA,16.643,0.002,NA,1.039,22.243,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,6,1847,593.183,gff,NA,NA,17.559,0.006,NA,1.12,28.723,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,5,1847,692.085,gff,NA,NA,17.74,0.006,NA,1.156,34.497,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,4,1847,790.577,gff,NA,NA,18.118,0.001,NA,1.189,37.976,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,3,1847,889.487,gff,NA,NA,18.668,0.001,NA,1.225,40.217,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,2,1847,987.851,gff,NA,NA,19.155,0.001,NA,1.267,45.418,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T03:41:00Z,69.03263333333334,-61.4393666666667,water,rosette,NA,GE_0058-1,G320,NUT,76,1,1847,1837.171,gff,NA,NA,23.774,0.006,NA,1.693,101.519,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,20,1839,0.902,gff,NA,NA,3.871,0.044,NA,0.724,7.876,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,18,1839,5.056,gff,NA,NA,4.182,0.052,NA,0.733,8.244,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,16,1839,9.537,gff,NA,NA,5.108,0.055,NA,0.767,9.167,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,14,1839,15.143,gff,NA,NA,5.05,0.087,NA,0.761,9.255,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,12,1839,19.346,gff,NA,NA,5.484,0.069,NA,0.768,9.341,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,10,1839,24.62,gff,NA,NA,5.737,0.079,NA,0.752,8.987,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,8,1839,29.441,gff,NA,NA,5.909,0.075,NA,0.742,8.779,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,6,1839,39.539,gff,NA,NA,7.4,0.068,NA,0.784,10.041,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,4,1839,59.203,gff,NA,NA,7.497,0.054,NA,0.729,8.46,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T07:42:00Z,68.9578,-61.6335833333333,water,rosette,NA,GE_0059-2,G321,Basic,77,2,1839,79.189,gff,NA,NA,8.354,0.03,NA,0.743,9.217,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T11:50:00Z,69.00856666666667,-62.1223166666667,water,rosette,NA,GE_0061-1,G323,NUT,79,24,1880,0.946,gff,NA,NA,3.581,0.053,NA,0.58,5.88,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T11:50:00Z,69.00856666666667,-62.1223166666667,water,rosette,NA,GE_0061-1,G323,NUT,79,21,1880,9.89,gff,NA,NA,3.685,0.058,NA,0.587,6.066,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T11:50:00Z,69.00856666666667,-62.1223166666667,water,rosette,NA,GE_0061-1,G323,NUT,79,19,1880,30.128,gff,NA,NA,5.451,0.053,NA,0.647,6.738,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T11:50:00Z,69.00856666666667,-62.1223166666667,water,rosette,NA,GE_0061-1,G323,NUT,79,18,1880,39.937,gff,NA,NA,7.183,0.085,NA,0.726,8.611,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T11:50:00Z,69.00856666666667,-62.1223166666667,water,rosette,NA,GE_0061-1,G323,NUT,79,17,1880,49.695,gff,NA,NA,7.51,0.07,NA,0.711,8.222,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T11:50:00Z,69.00856666666667,-62.1223166666667,water,rosette,NA,GE_0061-1,G323,NUT,79,16,1880,59.837,gff,NA,NA,7.975,0.052,NA,0.701,8.014,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T11:50:00Z,69.00856666666667,-62.1223166666667,water,rosette,NA,GE_0061-1,G323,NUT,79,15,1880,69.626,gff,NA,NA,8.283,0.028,NA,0.699,7.969,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-06-21,2016-06-21T11:50:00Z,69.00856666666667,-62.1223166666667,water,rosette,NA,GE_0061-1,G323,NUT,79,14,1880,79.025,gff,NA,NA,8.372,0.022,NA,0.692,7.73,NA,colorimetry/autoanalyser,"Tremblay, J. E."
